id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,image_exists
42226,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Tops,data/images/images/42226.jpg,True
55291,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Candyshine Plump & Shine Pink Lip Gloss 3 ml,data/images/images/55291.jpg,True
12556,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Men Green Printed T-shirt,data/images/images/12556.jpg,True
56414,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,GAS Men Brown Glade Sandals,data/images/images/56414.jpg,True
52888,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,FNF Yellow Printed Sari,data/images/images/52888.jpg,True
1656,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Odi Day Cap,data/images/images/1656.jpg,True
33083,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Striped Red T-Shirt,data/images/images/33083.jpg,True
40571,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,W Women Beige Kurta,data/images/images/40571.jpg,True
45003,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Scuba Digital Watch,data/images/images/45003.jpg,True
4324,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Fault Brick Orange Kidswear,data/images/images/4324.jpg,True
21546,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Kiara Women Small Pocket Pink Handbag,data/images/images/21546.jpg,True
15773,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Trophy BKN Grey Briefs,data/images/images/15773.jpg,True
20494,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Era Hosh Purple Wallet,data/images/images/20494.jpg,True
37423,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Murcia Women Office Purple Handbag,data/images/images/37423.jpg,True
41691,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,Catwalk Women Grey Heels,data/images/images/41691.jpg,True
32363,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Q&Q Men Steel Dial Watch,data/images/images/32363.jpg,True
56626,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017.0,Casual,Olay Women Total Effects 7 in One Normal Day Cream,data/images/images/56626.jpg,True
10033,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,Nike Men As Ad Breakli Navy Blue Shorts,data/images/images/10033.jpg,True
38659,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Nike Men Purple Braata Shoes,data/images/images/38659.jpg,True
40743,Women,Accessories,Headwear,Caps,Pink,Winter,2012.0,Casual,Roxy Women Pink Cap,data/images/images/40743.jpg,True
21774,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Fossil Men Maxim Black Belt,data/images/images/21774.jpg,True
45231,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Analog-Digital Watch AQ-190WD-1AVDFAD160,data/images/images/45231.jpg,True
37611,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Girls Blue Printed T-Shirt,data/images/images/37611.jpg,True
14493,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Flying Machine Men Casual Green Casual Shoes,data/images/images/14493.jpg,True
17216,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Green Sunglasses,data/images/images/17216.jpg,True
47566,Women,Footwear,Shoes,Heels,Cream,Winter,2012.0,Casual,Portia Women Cream Slip-Ons,data/images/images/47566.jpg,True
34094,Girls,Apparel,Topwear,Tops,Lime Green,Summer,2012.0,Casual,Doodle Girls Printed Lime Green Top,data/images/images/34094.jpg,True
6641,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2010.0,Sports,Nike Women's Lunarelite Grey Orange Shoe,data/images/images/6641.jpg,True
35146,Women,Accessories,Bags,Clutches,Purple,Summer,2012.0,Casual,Allen Solly Woman Purple Clutch,data/images/images/35146.jpg,True
7793,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt,data/images/images/7793.jpg,True
51403,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Myntra Men Blue and White Check Shirt,data/images/images/51403.jpg,True
29519,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Playboy Women Black Dial Watch,data/images/images/29519.jpg,True
42828,Unisex,Sporting Goods,Wristbands,Wristbands,Red,Summer,2012.0,Sports,Nike Unisex Swoosh Red Wristbands,data/images/images/42828.jpg,True
9609,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Purple Shirts,data/images/images/9609.jpg,True
27483,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Essence White Bra 2004,data/images/images/27483.jpg,True
54171,Women,Accessories,Jewellery,Necklace and Chains,Yellow,Fall,2012.0,Casual,Femella Wooden Balls Necklace,data/images/images/54171.jpg,True
26551,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,ID Men Black Shoes,data/images/images/26551.jpg,True
3333,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2011.0,Sports,ADIDAS Unisex Delhi Daredevils Blue Backpack,data/images/images/3333.jpg,True
10457,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Pink Polo Tshirts,data/images/images/10457.jpg,True
57390,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women Pack of 3 Briefs PFCN04,data/images/images/57390.jpg,True
24662,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Flat Casual Shoes,data/images/images/24662.jpg,True
15919,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,ADIDAS Unisex AL Blue Backpack,data/images/images/15919.jpg,True
11585,Women,Apparel,Topwear,Kurtis,White,Summer,2011.0,Ethnic,W Women Printed White Kurtis,data/images/images/11585.jpg,True
21310,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,data/images/images/21310.jpg,True
15125,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men Autoflex Grey Trousers,data/images/images/15125.jpg,True
45655,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue White Brief,data/images/images/45655.jpg,True
4572,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Court MO White Shoe,data/images/images/4572.jpg,True
26909,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Jealous 21 Women Printed White Top,data/images/images/26909.jpg,True
22595,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men Black T-shirt,data/images/images/22595.jpg,True
23447,Women,Apparel,Topwear,Tops,Lavender,Summer,2011.0,Ethnic,Satya Paul Women Lavender Printed Top,data/images/images/23447.jpg,True
48976,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring,data/images/images/48976.jpg,True
17672,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Pumps,data/images/images/17672.jpg,True
6225,Men,Apparel,Topwear,Tshirts,Black,Spring,2011.0,Casual,Lee Men's Mayor Black T-shirt,data/images/images/6225.jpg,True
26135,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,John Miller Men Beige Trousers,data/images/images/26135.jpg,True
3757,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Status Quo Men's Buchanan Street White T-shirt,data/images/images/3757.jpg,True
31182,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2012.0,Casual,Cabarelli Men Black Accessory Gift Set,data/images/images/31182.jpg,True
29941,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12963JSB-02,data/images/images/29941.jpg,True
49098,Women,Personal Care,Eyes,Eyeshadow,Green,Spring,2017.0,Casual,Deborah HiTech Trio Eye Shadow 10,data/images/images/49098.jpg,True
28893,Women,Apparel,Innerwear,Briefs,Black,Summer,2017.0,Casual,Enamor Women Black Regular-Rise Bikini Brief,data/images/images/28893.jpg,True
2685,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Women's Mesmerize Black T-shirt,data/images/images/2685.jpg,True
30050,Men,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 668XLRLZD,data/images/images/30050.jpg,True
50989,Women,Apparel,Innerwear,Briefs,Gold,Summer,2017.0,Casual,Enamor Women Gold Briefs,data/images/images/50989.jpg,True
54515,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Bratt Sports Shoes,data/images/images/54515.jpg,True
51255,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Park Avenue Men Black Belt,data/images/images/51255.jpg,True
35710,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Free Trainer White Sports Shoes,data/images/images/35710.jpg,True
47330,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Sling Bag,data/images/images/47330.jpg,True
6017,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White & Green Checked Slim Fit Shirt,data/images/images/6017.jpg,True
23675,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Tape Men Black Casual Sandals,data/images/images/23675.jpg,True
9863,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Status Quo Men Grey Polo Tshirts,data/images/images/9863.jpg,True
50387,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Miss Sixty Black Dial Watch,data/images/images/50387.jpg,True
17440,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Casio Men Steel Watch EX045 EFR-502D-7AVDF,data/images/images/17440.jpg,True
3565,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,ADIDAS Men's Atwood Brown Shoe,data/images/images/3565.jpg,True
42642,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Blue Kurta,data/images/images/42642.jpg,True
12132,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas,data/images/images/12132.jpg,True
18408,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Skechers Women Your Black Slippers,data/images/images/18408.jpg,True
54727,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Shree Women Grey Printed Kurta,data/images/images/54727.jpg,True
43790,Women,Accessories,Jewellery,Earrings,Red,Summer,2012.0,Casual,Royal Diadem Red Earrings,data/images/images/43790.jpg,True
48378,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue paint Stained Regular Fit Jeans,data/images/images/48378.jpg,True
30262,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,data/images/images/30262.jpg,True
10665,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy Extream Racer Black Tshirts,data/images/images/10665.jpg,True
24450,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic Leather Black Shoes,data/images/images/24450.jpg,True
25582,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Trackfield Black Sports Shoes,data/images/images/25582.jpg,True
56070,Women,Personal Care,Lips,Lip Liner,Pink,Spring,2017.0,Casual,Colorbar Fuchsia Fever Lip Liner/Crayon 013,data/images/images/56070.jpg,True
32535,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Miami Fragrance Gift Set,data/images/images/32535.jpg,True
38833,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Latin Quarters Women Black & White Tunic,data/images/images/38833.jpg,True
40929,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans,data/images/images/40929.jpg,True
37047,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Lino Perros Women Black Belt,data/images/images/37047.jpg,True
5692,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Seguae-Deposit Black Taupe Shoe,data/images/images/5692.jpg,True
4740,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's MJ Black White Shoe,data/images/images/4740.jpg,True
21122,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,s.Oliver Men Check Maroon Shirt,data/images/images/21122.jpg,True
59038,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Carlton London Women Silver Toned Flats,data/images/images/59038.jpg,True
15317,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts,data/images/images/15317.jpg,True
28400,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Women Brown Sunglasses,data/images/images/28400.jpg,True
43931,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Catwalk Women White Heeled Shoes,data/images/images/43931.jpg,True
54986,Women,Apparel,Topwear,Tops,Grey,Fall,2012.0,Casual,Femella Women Grey Top,data/images/images/54986.jpg,True
7758,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Terrible Things Purple Beige T-shirt,data/images/images/7758.jpg,True
55854,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Pro Pink Ice Nail Lacquer 020,data/images/images/55854.jpg,True
18295,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Aneri Women Basanti Maroon Kurta,data/images/images/18295.jpg,True
34863,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Men Zapato Del Barco Blue Shoes,data/images/images/34863.jpg,True
27448,Women,Apparel,Topwear,Tshirts,White,Fall,2015.0,Casual,Jockey Women White Round Neck T-Shirt,data/images/images/27448.jpg,True
55068,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Lakme Vanilla Lip Gloss 15,data/images/images/55068.jpg,True
8710,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Unisex Bikers Sunglasses,data/images/images/8710.jpg,True
39740,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Arrow Men Brown Sandals,data/images/images/39740.jpg,True
5833,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Pop Logo Black T-shirt,data/images/images/5833.jpg,True
40788,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Quiksilver Men Black Shoes,data/images/images/40788.jpg,True
38692,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Spice Art Women Pleated White Handbag,data/images/images/38692.jpg,True
11916,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Franco Leone Men Casual Black Sandals,data/images/images/11916.jpg,True
36708,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Davidoff Men Champion Perfume,data/images/images/36708.jpg,True
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jeans,data/images/images/11318.jpg,True
39572,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats,data/images/images/39572.jpg,True
41468,Women,Footwear,Shoes,Casual Shoes,Olive,Spring,2013.0,Casual,Carlton London Women Olive Shoes,data/images/images/41468.jpg,True
33048,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,data/images/images/33048.jpg,True
53991,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag,data/images/images/53991.jpg,True
44926,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue & Green Shirt,data/images/images/44926.jpg,True
58545,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Miami Blues Women Sunglasses,data/images/images/58545.jpg,True
33874,Men,Accessories,Watches,Watches,Steel,Summer,2017.0,Casual,Citizen Men Steel-Toned Watch AN8010-55A,data/images/images/33874.jpg,True
50728,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals,data/images/images/50728.jpg,True
2824,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's Formal Leather Slip-On Black Shoe,data/images/images/2824.jpg,True
28632,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Women Black Sports Capris,data/images/images/28632.jpg,True
22308,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc. 5 Women Casual Silver Heels,data/images/images/22308.jpg,True
19949,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Puma Men Solid Purple Sweatshirt,data/images/images/19949.jpg,True
54388,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,data/images/images/54388.jpg,True
49605,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,data/images/images/49605.jpg,True
16901,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirt,data/images/images/16901.jpg,True
8522,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Nike Unisex Nike Black Backpacks,data/images/images/8522.jpg,True
19175,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Blue Shirt,data/images/images/19175.jpg,True
20807,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2010.0,Sports,Fila Men DNA Tech Blue Sports Shoes,data/images/images/20807.jpg,True
57169,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Elle Women Red Folklore Top,data/images/images/57169.jpg,True
25549,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wrangler Men Green Polo T-shirt,data/images/images/25549.jpg,True
58121,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Red Earrings,data/images/images/58121.jpg,True
5659,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Instant Blue T-shirt,data/images/images/5659.jpg,True
56887,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Black Heels,data/images/images/56887.jpg,True
41830,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Black Shoes,data/images/images/41830.jpg,True
29384,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Striped Maroon Shirt,data/images/images/29384.jpg,True
34609,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Hanes Men Grey Stretch Duo Dry Cotton Stretch Hip Briefs,data/images/images/34609.jpg,True
28256,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Fogg Men Marco Deo,data/images/images/28256.jpg,True
42689,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Sandals,data/images/images/42689.jpg,True
8146,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch,data/images/images/8146.jpg,True
7932,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Fall,2011.0,Sports,Puma Women's Jersey Black Track Pant,data/images/images/7932.jpg,True
19511,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Wrangler Canvas Men Brown Belts,data/images/images/19511.jpg,True
9094,Women,Accessories,Bags,Handbags,Silver,Winter,2015.0,Casual,Murcia Women Silver Purse,data/images/images/9094.jpg,True
31975,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Lunarglide+3 Grey Sports Shoes,data/images/images/31975.jpg,True
28064,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Jockey ELANCE Men Black Trunk 1015,data/images/images/28064.jpg,True
27810,Men,Accessories,Belts,Belts,Black,Summer,2013.0,Formal,Bulchee Men Brown And Black Reversible Belt,data/images/images/27810.jpg,True
46827,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Peep-Toes,data/images/images/46827.jpg,True
19723,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt,data/images/images/19723.jpg,True
51890,Women,Accessories,Wallets,Wallets,Mustard,Summer,2016.0,Casual,Nyk Women Mustard Wallet,data/images/images/51890.jpg,True
31149,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Printed Red T-shirt,data/images/images/31149.jpg,True
8374,Unisex,Accessories,Bags,Backpacks,Navy Blue,Winter,2016.0,Casual,Fastrack Unisex Navy blue and Green Bagpack,data/images/images/8374.jpg,True
50942,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,data/images/images/50942.jpg,True
43569,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Grit Backpack,data/images/images/43569.jpg,True
48181,Women,Accessories,Bags,Handbags,Brown,Winter,2016.0,Casual,Fossil Women Brown Handbag,data/images/images/48181.jpg,True
28858,Men,Apparel,Topwear,Tshirts,Cream,Fall,2013.0,Casual,Proline Men Cream T-shirt,data/images/images/28858.jpg,True
13219,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts,data/images/images/13219.jpg,True
14800,Women,Accessories,Bags,Handbags,Brown,Summer,2011.0,Casual,United Colors of Benetton Women Solid Brown Handbags,data/images/images/14800.jpg,True
39324,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Shorts,data/images/images/39324.jpg,True
56289,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Biara Women Wine Bra,data/images/images/56289.jpg,True
20209,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Wrangler Women Cowl Purple Sweatshirt,data/images/images/20209.jpg,True
58313,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,data/images/images/58313.jpg,True
38030,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Q&Q Women Pink Watch,data/images/images/38030.jpg,True
11788,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Vishudh Women Multi Coloured Kurta,data/images/images/11788.jpg,True
36996,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Sling Bag,data/images/images/36996.jpg,True
21921,Women,Apparel,Topwear,Tunics,Pink,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Multi Tunic,data/images/images/21921.jpg,True
37078,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Lino Perros Women Olive Handbag,data/images/images/37078.jpg,True
56873,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats,data/images/images/56873.jpg,True
15328,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Sports,Nike Men Solid Blue Sweaters,data/images/images/15328.jpg,True
22798,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Manchester United Men White Shorts,data/images/images/22798.jpg,True
12931,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Insignia Blue Tshirts,data/images/images/12931.jpg,True
26338,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Formal,DKNY Women Silver-Toned Dial Chronograph Watch NY8062,data/images/images/26338.jpg,True
18437,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Vital Gear Unisex Black Backpack,data/images/images/18437.jpg,True
54718,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Shree Women Purple and White Printed Kurta,data/images/images/54718.jpg,True
6814,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Timberland Men's Cityendur Brown Shoe,data/images/images/6814.jpg,True
9060,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men SL Tech Lo White Sports Shoes,data/images/images/9060.jpg,True
2488,Men,Footwear,Sandal,Sports Sandals,Black,Fall,2010.0,Casual,Puma Men Diva Fashion Black Sandal,data/images/images/2488.jpg,True
48347,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Casual,Pitaraa Golden Necklace,data/images/images/48347.jpg,True
26936,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White Top,data/images/images/26936.jpg,True
29142,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Vogue Women Brown Sunglasses,data/images/images/29142.jpg,True
51058,Women,Apparel,Innerwear,Briefs,Lavender,Summer,2017.0,Casual,Enamor Women Lavender Briefs,data/images/images/51058.jpg,True
30853,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Printed Green Kurta,data/images/images/30853.jpg,True
23478,Men,Accessories,Scarves,Scarves,Brown,Summer,2012.0,Casual,Arrow Men Brown Check Scarf,data/images/images/23478.jpg,True
48949,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring,data/images/images/48949.jpg,True
28090,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Jockey GOLDEDN Men Gold Edition Grey Trunks 4013,data/images/images/28090.jpg,True
8380,Girls,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Doodle Girls Purple Printed Top,data/images/images/8380.jpg,True
3768,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Status Quo Men's Red Polo T-shirt,data/images/images/3768.jpg,True
9252,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown Striped Shirt,data/images/images/9252.jpg,True
48175,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fossil Women Black Handbag,data/images/images/48175.jpg,True
18605,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Formal,New Hide Men Leather Black Belt,data/images/images/18605.jpg,True
10468,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,data/images/images/10468.jpg,True
40318,Men,Footwear,Shoes,Sports Shoes,White,Summer,2013.0,Sports,ADIDAS Men White Twenty2 Yds Sports Shoes,data/images/images/40318.jpg,True
38202,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses,data/images/images/38202.jpg,True
15926,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,ADIDAS Unisex BP Cable Grey Backpack,data/images/images/15926.jpg,True
32738,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,FILA Men Smash III Navy Blue Sports Shoes,data/images/images/32738.jpg,True
